Name,Typ,Preis in euro,Region,Beschreibung,Alkoholgehalt,Weinstil,Herkunft,URL,Thumb
PAUL MAS VIGNES DE NICOLE Rouge 2020,Rotwein,"
8,20€*
","Pays d'Oc, Languedoc","

Notiz:
Jean-Claude Mas bedient sich hier bei zwei der berühmtesten Regionen Frankreichs und schafft es gleichwohl einen eigenen Stil daraus zu komponieren. Denn mit Merlot und Cabernet Sauvignon treffen zwei Bordelaiser Rebsorten auf Syrah und Grenache, die an der Rhône ihre Heimat haben. Die Cuvée daraus ist ein kleines Wunderwerk. Einem dichten Purpurrot folgt ein üppiges Bouquet nach reifen Schwarzkirschen, Brombeeren, dunkler Schokolade, Tabakblättern und mediterranen Kräutern. Am Gaumen würzig, stoffig, dicht, mit reichlich Frucht, reifem Tannin und einem beerenstarken Nachhall. 
","<div class=""colC"">13,59% Vol.</div>","<div class=""colC"" itemprop=""color"">körperreich &amp; vollmundig</div>",Frankreich,https://www.jacques.de/weine/1291/2020-paul-mas-vignes-de-nicole-rouge/?cPath=6_23,https://d3r736iq305k8w.cloudfront.net/product_images/popup_images/1291_0.jpg
ABBAYE DE VALMAGNE BIO** 2020 – FR-BIO-01,Rotwein,"
8,40€*
","Languedoc, Languedoc","

Notiz:
Das malerische Languedoc ist ein wahres Füllhorn unterschiedlichster Weine, doch oft gibt es gleichwohl eine Gemeinsamkeit: die Rebsorten! So kultiviert man auch auf der Abbaye de Valmagne Syrah, Mourvèdre und Grenache und formt daraus einen wunderbar authentischen Vin Rouge. Dichtes Rubinrot bildet den Auftakt. Die Aromen-Melodie ist aus Kirsche, Cassis und würzigen Noten wie Zigarrentabak, Lorbeer und Thymian komponiert. Am Gaumen würzig-kräftig, gut strukturiert, mit erstaunlich langem Nachhall. Ein Südfranzose mit Stil und Charakter.
","<div class=""colC"">13,36% Vol.</div>","<div class=""colC"" itemprop=""color"">mittelkräftig &amp; ausgewogen</div>",Frankreich,https://www.jacques.de/weine/1523/2020-abbaye-de-valmagne-bio/?cPath=6_23,https://d3r736iq305k8w.cloudfront.net/product_images/popup_images/1523_0.jpg
DOMAINE SAINTE-ANNE Saint-Gervais 2020,Rotwein,"
9,20€*
","Côtes du Rhône Villages, Rhônetal","

Notiz:
Hier treffen drei Dingen aufeinander, die für erstklassigen Wein schon fast garantieren: Erstens die Appellation Côtes du Rhône Villages Saint Gervais Contrôlée, zweitens die beiden Rebsorten Grenache und Syrah und drittens eine engagierte Winzerfamilie. Denn ohne Guy Steinmaier mit seinen Söhnen Jean und Alain käme heute nicht ein so prächtiger Wein in die Flasche. Die aktuelle Edition ist dabei besonders gut gelungen. Mit ihrer satten dunkelroten Farbe, dem prächtigen Bouquet mit reicher Frucht und dezenten Kräutern und dem kernigen, kräftig-würzigen Auftritt am Gaumen. Rhône Rouge par excellence! 
","<div class=""colC"">14,77% Vol.</div>","<div class=""colC"" itemprop=""color"">körperreich &amp; vollmundig</div>",Frankreich,https://www.jacques.de/weine/1158/2020-domaine-sainte-anne-saint-gervais/?cPath=6_23,https://d3r736iq305k8w.cloudfront.net/product_images/popup_images/1158_0.jpg
DOMAINE DE LA PRÉSIDENTE Cairanne 2020,Rotwein,"
8,95€statt9,80€*
","Cairanne, Rhônetal","

Notiz:
Was lange währt, wird endlich Cru! Viele, viele Jahre warteten die Winzer im 1000-Seelen-Dorf Cairanne (öst­lich von Oran­ge liegend) darauf, den offiziellen Status eines Rhône-Crus zu bekommen, im Jahr 2018 war es dann soweit. Zu Recht, denn die Weingärten stehen hier unter dem starken Einfluss des von Norden so gut wie unbehindert herüberwehenden kalten Mistrals, der für hohe Temperatur-Unterschiede bei Tag und Nacht sorgt. Das lässt die Weine oft finessenreicher und würziger wirken als die der tie­fer lie­gen­den Gemeinden. Weine, wie der Domaine de la Présidente, der mit seinem tiefroten Kleid, dem herrlichen Bouquet nach reifen Kirschen, Schwarzen Johannisbeeren, Erdbeer-Kompott und einem Hauch Schoko und der großzügigen Struktur mit sämigen Tanninen und reicher Substanz im Finale ein überzeugender Vertreter aus Cairanne ist. Exzellent zu geschmortem Fleisch und kräftigen vegetarischen Gerichten wie einer Gemüse-Lasagne.
","<div class=""colC"">14,97% Vol.</div>","<div class=""colC"" itemprop=""color"">körperreich &amp; vollmundig</div>",Frankreich,https://www.jacques.de/weine/1257/2020-domaine-de-la-presidente-cairanne/?cPath=6_23,https://d3r736iq305k8w.cloudfront.net/product_images/popup_images/1257_0.jpg
CHÂTEAU CAZAL VIEL Vieilles Vignes 2018,Rotwein,"
9,90€*
","Saint Chinian, Languedoc","

Notiz:
Der Vieilles Vignes ist sozusagen aus dem Tafelsilber des Château Cazal Viel geschmiedet, findet sich in ihm doch das Lesegut von bis zu 90 Jahre alten Reben wieder. Dazu kommt eine pingelige Weinbereitung und ein 12-monatiger Ausbau in zwei-bis dreijährigen Fässern. Und dieser Aufwand zahlt sich aus: Dem tief granatroten Gewand mit violetten Reflexen folgt ein intensives Bouquet nach Früchten wie roten und schwarzen Beeren und Gewürzen wie schwarzem Pfeffer und Nelken. Am Gaumen ist die Cuvée aus Syrah, Grenache und Mourvèdre erstaunlich rund und vollmundig, zeigt ein sehr feines Gleichgewicht zwischen reifen Tanninen und gut integrierten Eichenaromen. Der Nachhall nochmal würzig und intensiv. Ein sehr guter Begleiter kräftiger mediterraner Küche.
","<div class=""colC"">14,94% Vol.</div>","<div class=""colC"" itemprop=""color"">körperreich &amp; vollmundig</div>",Frankreich,https://www.jacques.de/weine/1484/2018-chateau-cazal-viel-vieilles-vignes/?cPath=6_23,https://d3r736iq305k8w.cloudfront.net/product_images/popup_images/1484_0.jpg
DOMAINE DE L'ARJOLLE Cabernet 2019,Rotwein,"
9,95€*
","Côtes de Thongue, Languedoc","

Notiz:
Komplex, vielfältig und lagerfähig - so zeichnet sich die Cuvée aus Cabernet Sauvignon (80 %) und Cabernet Franc (20 %) der Domaine d'Arjolle aus. Dass die beiden Bordelaiser Rebsorte im Languedoc so gut gedeihen, verdanken sie dem unermüdlichen Einsatz der Familie Teisserenc. Das Ergebnis spricht für sich. Mit einem dichten Schwarzrot in der Robe präsentiert sich der Wein im Glas. Der Nase öffnet sich ein breites Duftspektrum mit Sauerkirsche, Brombeere und Cassis, dazu Noten vom Barrique-Ausbau wie Mokka, Rauch und Tabak. Am Gaumen gibt sich dieser Wein reich und großzügig, mit einer perfekten Ausgewogenheit zwischen tiefgründiger Struktur und reifen Tanninen. Der verblüffend lange Nachhall weist auf eine lange Zukunft hin. Kultige Cabernet-Cuvée at its best! 
","<div class=""colC"">14,59% Vol.</div>","<div class=""colC"" itemprop=""color"">körperreich &amp; vollmundig</div>",Frankreich,https://www.jacques.de/weine/1697/2019-domaine-de-l-arjolle-cabernet/?cPath=6_23,https://d3r736iq305k8w.cloudfront.net/product_images/popup_images/1697_0.jpg
"L'ARJOLLE Cabernet Magnum 1,5 Liter 2015",Rotwein,"
19,90€*
","Côtes de Thongue, Languedoc","

Notiz:
Komplex, vielfältig und lagerfähig - so zeichnet sich die Cuvée aus Cabernet Sauvignon (80 %) und Cabernet Franc (20 %) der Domaine d'Arjolle aus. Dass die beiden Bordelaiser Rebsorten-Riesen im Languedoc so gut performen, verdankt sie dem unermüdlichen Einsatz der Familie Teisserenc. Das Ergebnis spricht für sich. Mit einem dichten Schwarzrot in der Robe präsentiert sich der Wein im Glas. Der Nase öffnet sich ein breites Duftspektrum mit Sauerkirsche, Brombeere und Cassis, dazu Noten vom Barrique-Ausbau wie Mokka, Rauch und Kuba-Tabak. Am Gaumen gibt sich dieser Wein reich und großzügig, mit einer perfekten Ausgewogenheit zwischen tiefgründiger Struktur und reifen Tanninen. Der verblüffend lange Nachhall weist auf eine lange Zukunft hin. Kultige Cabernet-Cuvée at its best! 
","<div class=""colC"">14,65% Vol.</div>","<div class=""colC"" itemprop=""color"">körperreich &amp; vollmundig</div>",Frankreich,https://www.jacques.de/weine/1993/2015-l-arjolle-cabernet-magnum-1-5-liter/?cPath=6_23,https://d3r736iq305k8w.cloudfront.net/product_images/popup_images/1993_0.jpg
CHÂTEAU BONNET Réserve 2018,Rotwein,"
10,90€*
",Bordeaux,"

Notiz:
Die Weine vom Château Bonnet gehören zu Jacques’ wie der Eiffelturm zu Paris. Seit über 45 Jahren im Sortiment, zeigt sich auch die aktuelle Edition in Bestform: Tiefes, intensives Bordeauxrot macht den Auftakt, dem ein wunderbarer Duft-Akkord aus Schwarzen Johannisbeeren, Brombeeren, Kräutern, Gewürzen und Fassnoten wie Vanille und Tabak folgt. Am Gaumen dominiert noch jugendliche Kraft die Tonart: vollreife Tannine treffen auf profunde Struktur, Frucht und Fass sind im harmonischen Einklang, bevor das Finale nochmals die Stimmen anhebt. Ein ausgesprochen vielversprechender Jahrgang dieses Klassikers, der auch mal für 10 Jahre im Keller verschwinden kann, wenn man denn seiner Verführungskraft zu widerstehen vermag. 
","<div class=""colC"">13,73% Vol.</div>","<div class=""colC"" itemprop=""color"">körperreich &amp; vollmundig</div>",Frankreich,https://www.jacques.de/weine/1220/2018-chateau-bonnet-reserve/?cPath=6_23,https://d3r736iq305k8w.cloudfront.net/product_images/popup_images/1220_0.jpg
RASTEAU Rouge 2019,Rotwein,"
10,95€*
","Rasteau, Rhônetal","

Notiz:
Mit langem Atem arbeiteten die Winzer von Rasteau daran, ihre Appellation in den Cru-Status zu heben, allen voran die Vignerons de Rasteau. Im Jahr 2010 war es dann soweit, aber anstatt sich auf den Lorbeeren auszuruhen, nutzten man die vergangene Dekade, die Qualität der Weine besser und besser zu machen. Und das, ohne in die Preisgefilde abzuheben, in denen andere Rhône-Crus wie Gigondas unterwegs sind. DIe aktuelle Version Rasteau startet mit einer purpurroten Farbe mit lila Saum. Das kräftige Bouquet mit dunklen Beeren, Kirschen, Kräutern, Unterholz und Garrique ist ebenso beeindruckend wie das fruchtig-würzige Gaumengefühl, das getragen wird von dichter Struktur, feinreifen Tanninen und einem erstaunlich langen Nachhall. Eine ganz sichere Bank!
","<div class=""colC"">14,89% Vol.</div>","<div class=""colC"" itemprop=""color"">körperreich &amp; vollmundig</div>",Frankreich,https://www.jacques.de/weine/1181/2019-rasteau-rouge/?cPath=6_23,https://d3r736iq305k8w.cloudfront.net/product_images/popup_images/1181_0.jpg
CHÂTEAU LAVILLE BERTROU 2020,Rotwein,"
12,40€*
","Minervois-La-Livinière, Languedoc","

Notiz:
Château Laville Bertrou ist in dem kleinen malerischen Dorf La Livinière ansässig, das auch der Appellation Minervois-la-Livinière den Namen gab. Bereits 1997 ging das Weingut in den Besitz von Gérard Bertrand über, der es seitdem zu einem der besten Adressen im Minervois formte. Hier ist das Königreich der Syrah-Rebe, die extrem tiefe Wurzeln entwickelt, um in der wasserkargen Gegend zu bestehen. Und die mit Grenache und Carignan zwei kongeniale Partner findet. Die aktuelle Edition fließt im dunklen Rubinrot ins Glas. Das weit gefächerte Bouquet duftet nach Kirschen, Brombeeren, Heidelbeeren und Erdbeeren, was sich mit Noten von Süßholz, Leder und Unterholz vermischt. Am Gaumen reich und geschmeidig, die Tannine sind präsent, aber rund und reif, sie unterstützen die zarten Aromen von kleinen roten und schwarzen Früchten. Der Nachhall ist von subtilen Holznoten geprägt. Ein klassischer Südfranzose!
","<div class=""colC"">15,55% Vol.</div>","<div class=""colC"" itemprop=""color"">körperreich &amp; vollmundig</div>",Frankreich,https://www.jacques.de/weine/1489/2020-chateau-laville-bertrou/?cPath=6_23,https://d3r736iq305k8w.cloudfront.net/product_images/popup_images/1489_0.jpg
CHÂTEAU PLAISANCE 2018,Rotwein,"
12,50€*
","Montagne-Saint-Émilion, Bordeaux","

Notiz:
Was für eine Kraft und was für eine Seidigkeit! Der reinsortige Merlot des Château Plaisance zeigt auf eindrucksvolle Weise, wie gut sich die Appellation Montagne-Saint-Émilion entwickelt hat. Das wird schon an der tiefdunklen, bordeauxroten Farbe deutlich, der ein üppiges Bouquet nach Süßkirschen, reifen Pflaumen und Schwarzen Johannisbeeren auf der Fruchtseite und Vanille, Toast und Bitterschoko auf der Fasseite folgt. Auch am Gaumen entfaltet das exzellente Jahr seine Wirkung: fester Tanninkern bei hoher Fruchtdichte, tiefer Textur und einem ellenlangen Nachhall. Das ist Bordeaux von seiner besten Seite... Jetzt oder erst in ein paar Jahren!
","<div class=""colC"">14,66% Vol.</div>","<div class=""colC"" itemprop=""color"">körperreich &amp; vollmundig</div>",Frankreich,https://www.jacques.de/weine/1544/2018-chateau-plaisance/?cPath=6_23,https://d3r736iq305k8w.cloudfront.net/product_images/popup_images/1544_0.jpg
DOMAINE DE VILLEMAJOU Rouge 2019,Rotwein,"
12,80€*
","Corbières-Boutenac, Languedoc","

Notiz:
Die bemerkenswerte Qualität dieser Cuvée stammt von sehr alten Carignan- und Syrah-Reben, die diesen Wein prägen. Auch die aufwendige Vinifizierung mit dem Ausbau im Fass sind ungewöhnlich für einen Wein dieser Preisklasse. Das Resultat beeindruckt: Einem festen Granatrot in der Robe folgt ein herrliches Bouquet nach Toast, Waldbeeren, Gewürzen, Süßholz und getrockneten Pflaumen. Am Gaumen mit wunderbar reifen, fast cremigen Tanninen, großer Ausgewogenheit zwischen Frucht und Körper, der Nachhall fest und vielversprechend. Der Wein hat noch Reife-Potenzial. Sehr gut zu geschmortem Fleisch und würziger vegetarischer Küche.
","<div class=""colC"">15,48% Vol.</div>","<div class=""colC"" itemprop=""color"">körperreich &amp; vollmundig</div>",Frankreich,https://www.jacques.de/weine/1508/2019-domaine-de-villemajou-rouge/?cPath=6_23,https://d3r736iq305k8w.cloudfront.net/product_images/popup_images/1508_0.jpg
MADIRAN Tannat Paradox 2018,Rotwein,"
12,90€*
","Madiran, Südwesten","

Notiz:
Er ist und bleibt eine französische Wein-Legende: der Madiran! Und er ist seit einiger Zeit wieder so gut in Form wie lange nicht mehr. Bestes Beispiel dafür ist der Madiran Paradox, der schon mit seinem tiefdunklen Bordeauxrot begeistert. Das herrlich animierende Bouquet mit dunklen Waldbeeren, Rauch, dunkler Schokolade und einem Hauch WIldkräutern ist mindestens so einladend wie der würzig-dichte Geschmack, die kräftigen Tanninen und der Nachhall mit viel Kräuterwürzigkeit. Ein Paradoxon, das sich erstaunlich leicht auflösen lässt.
","<div class=""colC"">13,47% Vol.</div>","<div class=""colC"" itemprop=""color"">mittelkräftig &amp; ausgewogen</div>",Frankreich,https://www.jacques.de/weine/17891/2018-madiran-tannat-paradox/?cPath=6_23,https://d3r736iq305k8w.cloudfront.net/product_images/popup_images/17891_0.jpg
CHÂTEAU DE LANCYRE Coste d'Aleyrac 2019,Rotwein,"
13,20€*
","Pic Saint Loup, Languedoc","

Notiz:
So poetisch beschreibt Régis Valentin, den Weingarten des La Coste d'Aleyrac: „Aleyrac ist eine prächtige kleine romanische Kapelle aus dem 12. Jahrhundert, die inmitten der Weinberge liegt. Hier ist die Umgebung magisch, der Wanderer macht Halt an einem wahren Ort des Friedens. In der Ruhe und Stille, im Schatten der jahrhundertealten Platanen, kann man den Duft dieser wunderschönen mediterranen Macchia einatmen, eingehüllt von der süßen Melodie der Zikaden."" Auch sein Wein ist ein Gedicht und startet mit einem tiefen und undurchdringlichen Rot. Das vielgestaltige Bouquet verströmt Aromen nach Schwarzkirschen und Rose, denen schwarzen Oliven, Lakritze und Gewürze folgen. Am Gaumen üppig, fleischig, würzig, vollreife Tannine treffen auf samtige Struktur und einem erstaunlich langen, frischen und eleganten Nachhall.  
","<div class=""colC"">14,54% Vol.</div>","<div class=""colC"" itemprop=""color"">körperreich &amp; vollmundig</div>",Frankreich,https://www.jacques.de/weine/4429/2019-chateau-de-lancyre-coste-d-aleyrac/?cPath=6_23,https://d3r736iq305k8w.cloudfront.net/product_images/popup_images/4429_0.jpg
CASTELMAURE Grande Cuvée 2018,Rotwein,"
13,60€*
","Corbières, Languedoc","

Notiz:
Es ist als Wein-Liebhaber immer wieder wunderbar mitanzusehen, wenn engagierte Winzer alles geben, um einen sehr, sehr guten Wein zu erzeugen. Die Grande Cuvée von Castelmaure ist ein solcher. Von alten Reben (20-40 Jahre), handgelesen und 10 -12 Monate in Barriques ausgebaut, findet man hier einen Corbières der Extraklasse. Nach der intensive Farbe mit violetten Reflexen zeigt ein reizvolles Bouquet Anklänge nach kleinen schwarzen Beeren, schwarzen Kirschen mit einem Hauch von Pfeffer, Röstnoten und Edelschokolade. Am Gaumen kräftig, großzügig und dicht, der Nachhall würzig, lang und viel Potenzial zeigend. Ein herrlicher, ehrlicher Wein zur südfranzösischen Küche!
","<div class=""colC"">14,75% Vol.</div>","<div class=""colC"" itemprop=""color"">körperreich &amp; vollmundig</div>",Frankreich,https://www.jacques.de/weine/1278/2018-castelmaure-grande-cuvee/?cPath=6_23,https://d3r736iq305k8w.cloudfront.net/product_images/popup_images/1278_0.jpg
